iter	MAE
1682	699418.1931
1683	699391.7734
1684	699364.2731
1685	699308.979
1686	699264.0188
1687	699215.5325
1688	699172.2441
1689	699056.6227
1690	699034.7684
1691	699019.2183
1692	698948.373
1693	698917.6088
1694	698862.1599
1695	698819.7576
1696	698793.9291
1697	698763.9298
1698	698748.9244
1699	698733.8433
1700	698687.6109
1701	698668.846
1702	698648.1778
1703	698605.7503
1704	698594.2561
1705	698454.0023
1706	698341.7858
1707	698300.9238
1708	698173.9002
1709	698099.5437
1710	697971.7212
1711	697941.8432
1712	697883.8739
1713	697836.953
1714	697816.502
1715	697799.1282
1716	697777.6991
1717	697748.1963
1718	697732.1442
1719	697683.984
1720	697625.21
1721	697574.7039
1722	697534.2441
1723	697503.8175
1724	697490.8949
1725	697461.0112
1726	697442.9968
1727	697393.189
1728	697375.4126
1729	697357.6061
1730	697290.9647
1731	697269.5744
1732	697262.1786
1733	697223.0208
1734	697171.8115
1735	697150.9214
1736	697124.1942
1737	697117.7366
1738	697084.8201
1739	697078.144
1740	697056.9098
1741	697042.3858
1742	697004.8013
1743	696984.8568
1744	696918.4947
1745	696902.7703
1746	696850.3025
1747	696821.5011
1748	696798.7048
1749	696691.5844
1750	696677.7566
1751	696603.0273
1752	696560.1875
1753	696496.4015
1754	696467.7805
1755	696455.996
1756	696414.0491
1757	696386.3636
1758	696336.3377
1759	696280.1763
1760	696232.394
1761	696182.3015
1762	696121.8786
1763	696050.1608
1764	695934.0734
1765	695894.1093
1766	695875.2608
1767	695828.2059
1768	695792.8536
1769	695720.4656
1770	695684.431
1771	695682.2321
1772	695592.579
1773	695567.3696
1774	695497.5907
1775	695480.0645
1776	695437.4889
1777	695365.4736
1778	695299.6948
1779	695275.7943
1780	695250.3612
1781	695199.1063
1782	695178.3269
1783	695055.3614
1784	695034.8828
1785	694998.1629
1786	694984.0029
1787	694953.8413
1788	694924.0696
1789	694910.0342
1790	694896.9017
1791	694868.6676
1792	694855.6237
1793	694849.0941
1794	694819.0635
1795	694791.4479
1796	694770.5641
1797	694744.3961
1798	694715.8515
1799	694621.4263
1800	694589.3605
1801	694544.8998
1802	694502.3392
1803	694431.9307
1804	694406.5291
1805	694387.5712
1806	694371.1881
1807	694250.8629
1808	694166.5938
1809	694160.8339
1810	694136.7551
1811	694119.6535
1812	694047.4337
1813	693959.1482
1814	693948.1293
1815	693890.7941
1816	693845.5111
1817	693770.2193
1818	693715.424
1819	693706.7365
1820	693681.8929
1821	693669.316
1822	693652.7076
1823	693605.9364
1824	693581.0638
1825	693557.2022
1826	693470.1371
1827	693392.1968
1828	693310.2799
1829	693272.573
1830	693253.9829
1831	693214.001
1832	693203.7492
1833	693187.2971
1834	693149.7934
1835	693117.0638
1836	693101.9348
1837	693083.1568
1838	693066.4921
1839	693044.2209
1840	693017.5402
1841	693007.0204
1842	692954.8886
1843	692936.993
1844	692899.7299
1845	692869.1222
1846	692814.0714
1847	692765.3314
1848	692749.4141
1849	692671.4753
1850	692642.4329
1851	692588.699
1852	692563.7155
1853	692548.9634
1854	692529.4771
1855	692487.5067
1856	692450.4583
1857	692350.8317
1858	692289.8275
1859	692278.47
1860	692229.1508
1861	692206.7013
1862	692160.1243
1863	692107.6985
1864	691965.3151
1865	691945.2737
1866	691927.5792
1867	691922.2062
1868	691883.368
1869	691857.9485
1870	691781.2703
1871	691753.2029
1872	691728.6532
1873	691692.7877
1874	691579.3561
1875	691545.9723
1876	691506.0832
1877	691469.9777
1878	691466.1301
1879	691446.635
1880	691417.047
1881	691387.2044
1882	691368.7581
1883	691308.9511
1884	691291.535
1885	691239.0023
1886	691218.1428
1887	691200.5596
1888	691196.5271
1889	691167.1563
1890	691138.4386
1891	691100.4463
1892	691089.6176
1893	691068.4497
1894	690976.199
1895	690929.6955
1896	690852.7855
1897	690822.8633
1898	690795.8724
1899	690715.0496
1900	690688.1588
1901	690673.5209
1902	690609.5976
1903	690584.2973
1904	690536.0411
1905	690477.908
1906	690391.7416
1907	690363.0571
1908	690345.1075
1909	690336.1258
1910	690278.7321
1911	690231.9854
1912	690211.9629
1913	690118.0745
1914	690082.6944
1915	690059.9943
1916	690023.2709
1917	689973.5502
1918	689869.5625
1919	689839.6213
1920	689789.8303
1921	689735.2981
1922	689709.1225
1923	689699.1858
1924	689671.2988
1925	689636.2546
1926	689611.8053
1927	689572.2376
1928	689561.126
1929	689526.7887
1930	689509.9556
1931	689495.8976
1932	689440.0792
1933	689386.3109
1934	689363.5197
1935	689355.4433
1936	689272.185
1937	689210.6861
1938	689167.5199
1939	689070.6856
1940	689045.6934
1941	689032.9282
1942	688958.5833
1943	688941.8763
1944	688883.747
1945	688831.2586
1946	688813.3491
1947	688801.4228
1948	688772.0133
1949	688753.9937
1950	688723.8997
1951	688711.5063
1952	688683.1766
1953	688655.3655
1954	688580.6469
1955	688570.4521
1956	688544.5533
1957	688487.9574
1958	688468.2983
1959	688329.4938
1960	688316.0479
1961	688276.8623
1962	688261.2956
1963	688250.0088
1964	688233.5559
1965	688194.4252
1966	688157.57
1967	688107.1116
1968	688012.5024
1969	687994.4772
1970	687969.9034
1971	687905.5098
1972	687856.3243
1973	687790.8616
1974	687770.5584
1975	687726.6944
1976	687705.4604
1977	687677.6418
1978	687667.8134
1979	687627.664
1980	687613.1879
1981	687578.7441
1982	687499.8803
1983	687484.7097
1984	687441.0674
1985	687419.0019
1986	687348.4487
1987	687308.2327
1988	687291.2497
1989	687269.0718
1990	687242.6315
1991	687205.6014
1992	687171.912
1993	687132.8968
1994	687102.669
1995	687038.5098
1996	687009.7554
1997	686998.8561
1998	686931.4424
1999	686924.4321
2000	686894.203
2001	686886.5111
2002	686864.4293
2003	686850.8197
2004	686839.5279
2005	686792.0895
2006	686777.9867
2007	686747.1039
2008	686718.0505
2009	686700.8873
2010	686633.6713
2011	686622.2049
2012	686564.0972
2013	686542.6904
2014	686510.9197
2015	686441.9687
2016	686427.6007
2017	686412.8668
2018	686391.7997
2019	686371.3746
2020	686295.7364
2021	686254.2835
2022	686242.8386
2023	686161.2718
2024	686148.1137
2025	686058.829
2026	686013.169
2027	685986.9196
2028	685959.3187
2029	685924.5331
2030	685902.0392
2031	685873.6938
2032	685844.9641
2033	685775.9933
2034	685754.508
2035	685736.0358
2036	685715.1097
2037	685681.758
2038	685596.853
2039	685571.1359
2040	685560.5758
2041	685489.015
2042	685472.9645
2043	685458.6767
2044	685437.9944
2045	685430.2563
2046	685407.3077
2047	685373.0724
2048	685339.0931
2049	685286.1531
2050	685242.1742
2051	685182.4648
2052	685153.637
2053	685142.649
2054	685096.9723
2055	685068.8301
2056	685059.7157
2057	685033.548
2058	685000.7741
2059	684954.3168
2060	684936.4303
2061	684931.2177
2062	684905.8204
2063	684895.6866
2064	684821.548
2065	684794.4755
2066	684755.1589
2067	684691.6853
2068	684674.5327
2069	684648.725
2070	684588.2438
2071	684580.3686
2072	684560.264
2073	684546.0964
2074	684479.9099
2075	684463.8988
2076	684458.2783
2077	684430.1106
2078	684384.3856
2079	684365.4484
2080	684349.5572
2081	684302.5272
2082	684224.2437
2083	684169.6302
2084	684152.2293
2085	684139.7135
2086	684123.5739
2087	684100.5798
2088	684076.4439
2089	684013.3502
2090	683943.2223
2091	683924.4433
2092	683907.2761
2093	683879.7513
2094	683866.0106
2095	683792.7362
2096	683786.1963
2097	683635.3703
2098	683589.7976
2099	683505.0709
2100	683469.5795
2101	683427.2563
2102	683408.3786
2103	683386.0383
2104	683373.4955
2105	683339.8331
2106	683319.5574
2107	683295.4729
2108	683266.9791
2109	683256.3605
2110	683235.9492
2111	683121.437
2112	683104.7323
2113	683097.4355
2114	683064.9319
2115	683047.0943
2116	683024.1999
2117	682998.1852
2118	682962.5733
2119	682948.0602
2120	682923.267
2121	682912.1008
2122	682890.6108
2123	682867.8537
2124	682847.5259
2125	682818.3574
2126	682767.8424
2127	682746.5375
2128	682714.7739
2129	682673.7454
2130	682657.8685
2131	682634.6575
2132	682593.3282
2133	682552.8315
2134	682513.1935
2135	682480.8207
2136	682393.7581
2137	682382.0602
2138	682359.7242
2139	682323.7201
2140	682279.8231
2141	682233.9595
2142	682226.3489
2143	682196.476
2144	682183.6137
2145	682063.6897
2146	682037.1638
2147	682021.7311
2148	681992.1796
2149	681955.9144
2150	681943.7721
2151	681931.5706
2152	681909.7683
2153	681865.3252
2154	681854.127
2155	681840.3533
2156	681819.3881
2157	681753.0417
2158	681708.1383
2159	681681.2214
2160	681660.5296
2161	681636.7212
2162	681584.9758
2163	681524.3431
2164	681510.9515
2165	681493.2461
2166	681468.1799
2167	681434.3554
2168	681425.6629
2169	681388.5128
2170	681318.3078
2171	681301.1918
2172	681287.573
2173	681271.4391
2174	681241.683
2175	681230.687
2176	681159.9985
2177	681129.7688
2178	681016.4892
2179	681006.0239
2180	680980.9127
2181	680943.3364
2182	680907.42
2183	680870.0297
2184	680837.2483
2185	680803.3229
2186	680783.2265
2187	680744.6446
2188	680696.9813
2189	680692.8281
2190	680671.6704
2191	680668.8577
2192	680592.2415
2193	680581.5726
2194	680573.9123
2195	680538.3924
2196	680497.6655
2197	680441.3227
2198	680418.483
2199	680383.1228
2200	680372.2037
2201	680360.5761
2202	680331.031
2203	680305.9044
2204	680293.9838
2205	680234.7674
2206	680229.4695
2207	680221.9211
2208	680217.4687
2209	680151.8919
2210	680132.651
2211	680095.3639
2212	680077.2208
2213	680049.5016
2214	680040.4356
2215	680000.7767
2216	679906.8276
2217	679875.2777
2218	679850.7304
2219	679668.3492
2220	679638.1683
2221	679588.9328
2222	679493.0211
2223	679477.5847
2224	679418.2992
2225	679402.2555
2226	679386.4269
2227	679379.5168
2228	679288.8515
2229	679252.0081
2230	679222.1798
2231	679207.8419
2232	679189.1265
2233	679165.7102
2234	679153.5631
2235	679105.2469
2236	679019.1009
2237	678969.2088
2238	678954.0853
2239	678888.9183
2240	678825.6005
2241	678817.3821
2242	678788.3918
2243	678757.6466
2244	678743.2214
2245	678735.7173
2246	678725.6825
2247	678717.801
2248	678685.877
2249	678656.7566
2250	678637.7959
2251	678629.7444
2252	678622.3874
2253	678605.4738
2254	678578.0408
2255	678565.6069
2256	678542.6259
2257	678523.3811
2258	678507.8547
2259	678490.0047
2260	678478.2711
2261	678456.6326
2262	678442.2387
2263	678342.983
2264	678273.9529
2265	678243.8945
2266	678168.9951
2267	678133.4497
2268	678013.2252
2269	677992.6463
2270	677984.2435
2271	677964.3112
2272	677938.5278
2273	677923.3425
2274	677911.5475
2275	677847.5902
2276	677714.0719
2277	677697.9246
2278	677670.4625
2279	677660.0064
2280	677651.8377
2281	677628.6266
2282	677616.7185
2283	677593.2598
2284	677528.4886
2285	677517.8903
2286	677497.8588
2287	677489.6969
2288	677455.3198
2289	677441.8447
2290	677413.1303
2291	677373.9113
2292	677348.9489
2293	677295.5264
2294	677274.826
2295	677256.7288
2296	677125.499
2297	677117.6394
2298	677084.5547
2299	677043.736
2300	677018.9737
2301	677004.2231
2302	676977.1764
2303	676798.8727
2304	676745.5571
2305	676737.1679
2306	676726.5999
2307	676701.9025
2308	676612.9443
2309	676572.3566
2310	676555.8664
2311	676512.8381
2312	676494.6772
2313	676478.4787
2314	676448.069
2315	676417.0336
2316	676373.808
2317	676353.8153
2318	676314.0023
2319	676289.7133
2320	676268.6718
2321	676246.0594
2322	676237.3003
2323	676225.9466
2324	676216.7871
2325	676210.6391
2326	676138.638
2327	676114.2159
2328	676091.9733
2329	676056.2019
2330	676050.2962
2331	676046.6043
2332	675996.0793
2333	675985.7886
2334	675975.2161
2335	675941.8081
2336	675934.5039
2337	675925.3557
2338	675917.2593
2339	675909.6756
2340	675903.0173
2341	675872.8478
2342	675859.6774
2343	675848.6944
2344	675828.5162
2345	675798.7059
2346	675748.3332
2347	675735.2115
2348	675730.0359
2349	675712.9893
2350	675649.2136
2351	675645.1907
2352	675604.5748
2353	675602.0294
2354	675592.756
2355	675578.4464
2356	675566.4967
2357	675539.3636
2358	675512.3594
2359	675497.5835
2360	675431.7129
2361	675416.5369
2362	675391.5475
2363	675377.0884
2364	675365.5463
2365	675337.1053
2366	675285.1129
2367	675269.6523
2368	675259.3916
2369	675248.0512
2370	675242.3206
2371	675240.2459
2372	675212.5496
2373	675144.7844
2374	675032.6157
2375	675014.158
2376	674985.7559
2377	674972.1389
2378	674963.9249
2379	674952.4664
2380	674923.8785
2381	674913.0042
2382	674872.2771
2383	674848.8345
2384	674810.4255
2385	674784.2219
2386	674724.4043
2387	674705.0749
2388	674658.1481
2389	674641.4244
2390	674627.3737
2391	674584.6151
2392	674511.3693
2393	674478.9394
2394	674454.7954
2395	674414.2194
2396	674384.9826
2397	674382.5987
2398	674357.182
2399	674300.0899
2400	674279.6945
2401	674230.9908
2402	674172.453
2403	674133.3529
2404	674125.5412
2405	674101.7763
2406	674077.2
2407	674067.4398
2408	674046.0189
2409	673989.65
2410	673971.0655
2411	673950.1378
2412	673921.9701
2413	673916.6755
2414	673845.875
2415	673813.1276
2416	673753.9633
2417	673722.0722
2418	673689.5571
2419	673676.5105
2420	673640.6131
2421	673633.0745
2422	673618.1995
2423	673597.0058
2424	673589.2274
2425	673578.1595
2426	673573.2945
2427	673542.966
2428	673506.1274
2429	673482.8942
2430	673472.6344
2431	673443.876
2432	673428.2193
2433	673416.7321
2434	673367.3422
2435	673325.1235
2436	673247.6629
2437	673193.2488
2438	673179.412
2439	673170.8133
2440	673148.1992
2441	673107.6498
2442	673034.1474
2443	673019.0576
2444	672951.7198
2445	672926.6337
2446	672802.0628
2447	672794.4234
2448	672762.6087
2449	672741.6946
2450	672728.6651
2451	672709.7547
2452	672650.3993
2453	672614.6961
2454	672596.552
2455	672572.982
2456	672511.6076
2457	672505.4445
2458	672499.5305
2459	672486.7246
2460	672451.7257
2461	672426.1341
2462	672409.9683
2463	672385.1402
2464	672347.0245
2465	672301.4347
2466	672288.6991
2467	672243.0054
2468	672233.3079
2469	672186.1263
2470	672159.0072
2471	672112.8354
2472	672019.57
2473	671993.3186
2474	671965.3835
2475	671882.1254
2476	671784.7636
2477	671742.8131
2478	671648.3386
2479	671624.3756
2480	671592.4263
2481	671586.148
2482	671551.3251
2483	671484.7845
2484	671460.169
2485	671433.4552
2486	671407.6551
2487	671378.2014
2488	671369.308
2489	671357.5202
2490	671342.4717
2491	671296.9175
2492	671276.3196
2493	671259.4337
2494	671216.3617
2495	671208.4854
2496	671179.6534
2497	671133.0853
2498	671121.0546
2499	671105.3472
2500	671089.506
2501	671073.443
2502	671020.8015
2503	671007.0858
2504	670977.111
2505	670960.475
2506	670943.0737
2507	670928.679
2508	670849.1691
2509	670838.6663
2510	670773.3079
2511	670766.335
2512	670743.7324
2513	670730.1499
2514	670681.8157
2515	670624.6206
2516	670599.335
2517	670587.4813
2518	670576.6492
2519	670488.9468
2520	670444.2027
2521	670425.4199
2522	670359.3209
2523	670347.0739
2524	670317.6224
2525	670249.5484
2526	670171.776
2527	670150.2927
2528	670124.6489
2529	670112.9585
2530	670069.1857
2531	670055.8261
2532	670037.1634
2533	670011.9435
2534	669993.9796
2535	669976.2178
2536	669945.8665
2537	669938.0466
2538	669926.2913
2539	669910.4504
2540	669868.1425
2541	669841.4072
2542	669821.2719
2543	669799.2254
2544	669790.6653
2545	669782.7988
2546	669768.7157
2547	669731.6841
2548	669710.6521
2549	669696.4185
2550	669658.6667
2551	669640.1821
2552	669621.55
2553	669582.7085
2554	669547.3339
2555	669532.0578
2556	669504.7636
2557	669481.8077
2558	669460.8181
2559	669412.659
2560	669392.6022
2561	669370.2903
2562	669353.7993
2563	669343.5047
2564	669303.2808
2565	669277.4141
2566	669266.1899
2567	669251.5651
2568	669239.9405
2569	669217.3831
2570	669183.1348
2571	669103.5232
2572	669093.4747
2573	669054.0635
2574	669040.4489
2575	669022.1146
2576	669002.7641
2577	668967.2366
2578	668942.8458
2579	668923.1053
2580	668898.1367
2581	668881.2369
2582	668818.1149
2583	668780.8396
2584	668698.8953
2585	668689.0529
2586	668667.5869
2587	668663.3752
2588	668644.6871
2589	668609.8525
2590	668590.3367
2591	668526.3243
2592	668489.7427
2593	668473.2742
2594	668432.238
2595	668421.1623
2596	668383.3899
2597	668369.6588
2598	668326.5171
2599	668301.8165
2600	668279.3086
2601	668255.84
2602	668222.8522
2603	668186.0293
2604	668160.8589
2605	668137.8582
2606	668121.1263
2607	668035.1772
2608	668026.4338
2609	668021.1862
2610	667994.3591
2611	667978.5057
2612	667969.3777
2613	667955.2518
2614	667931.7667
2615	667923.9297
2616	667916.685
2617	667895.9375
2618	667886.9159
2619	667859.7822
2620	667833.0015
2621	667796.5875
2622	667784.729
2623	667774.5179
2624	667672.1292
2625	667668.5613
2626	667652.5763
2627	667636.1778
2628	667610.2109
2629	667570.8168
2630	667556.9925
2631	667501.9735
2632	667467.8585
2633	667429.5661
2634	667350.0666
2635	667317.9049
2636	667300.1505
2637	667279.3683
2638	667261.7582
2639	667250.9264
2640	667167.9604
2641	667138.0968
2642	667132.4734
2643	667096.7975
2644	667094.2862
2645	667072.4124
2646	667039.6936
2647	667006.2171
2648	666969.047
2649	666957.26
2650	666953.5449
2651	666937.1223
2652	666880.9487
2653	666875.8327
2654	666841.5247
2655	666809.6667
2656	666783.5477
2657	666771.5878
2658	666754.5643
2659	666744.6154
2660	666720.399
2661	666717.3453
2662	666665.6477
2663	666652.7103
2664	666640.3106
2665	666624.3225
2666	666599.6959
2667	666571.6313
2668	666564.9976
2669	666527.8985
2670	666511.8234
2671	666507.7521
2672	666506.663
2673	666498.963
2674	666454.455
2675	666431.8883
2676	666416.0088
2677	666400.564
2678	666359.0561
2679	666314.0555
2680	666287.7029
2681	666254.4606
2682	666250.9057
2683	666222.5583
2684	666205.6677
2685	666193.7109
2686	666179.7182
2687	666157.1121
2688	666147.0199
2689	666132.8389
2690	666095.7082
2691	666090.3389
2692	666080.1078
2693	666057.4133
2694	666049.0602
2695	666045.2013
2696	665999.5311
2697	665969.295
2698	665962.9898
2699	665955.0959
2700	665946.6134
2701	665935.4505
2702	665921.1419
2703	665876.4515
2704	665872.5768
2705	665839.7808
2706	665826.8255
2707	665807.3689
2708	665790.9396
2709	665772.3492
2710	665761.16
2711	665733.4898
2712	665722.6303
2713	665700.7882
2714	665655.856
2715	665634.2121
2716	665583.1311
2717	665574.808
2718	665569.661
2719	665565.6965
2720	665541.748
2721	665522.879
2722	665508.9963
2723	665497.8324
2724	665491.0445
2725	665480.1571
2726	665473.0524
2727	665431.7931
2728	665413.1352
2729	665406.0462
2730	665399.0294
2731	665392.417
2732	665360.6665
2733	665349.5135
2734	665341.1108
2735	665310.1188
2736	665308.0333
2737	665296.1499
2738	665270.0871
2739	665249.0836
2740	665245.7632
2741	665231.9669
2742	665222.2237
2743	665206.7859
2744	665198.113
2745	665175.3685
2746	665169.6494
2747	665116.0127
2748	665098.0392
2749	665070.9149
2750	665048.253
2751	665035.4865
2752	665015.0302
2753	664992.0101
2754	664956.5029
2755	664943.8721
2756	664929.1891
2757	664908.9286
2758	664902.9286
2759	664897.6214
2760	664886.7813
2761	664862.9131
2762	664826.2346
2763	664815.865
2764	664810.2452
2765	664786.8071
2766	664777.6805
2767	664762.6375
2768	664750.4097
2769	664711.3334
2770	664694.2573
2771	664669.6506
2772	664647.1407
2773	664595.1773
2774	664573.6339
2775	664570.0522
2776	664553.9104
2777	664543.5196
2778	664532.4971
2779	664523.2555
2780	664510.7714
2781	664504.8052
2782	664497.7552
2783	664457.3232
2784	664403.7264
2785	664384.7576
2786	664367.4635
2787	664337.2673
2788	664325.9481
2789	664270.6729
2790	664248.1921
2791	664236.694
2792	664233.3478
2793	664217.94
2794	664208.7304
2795	664197.7341
2796	664164.3017
2797	664150.9399
2798	664137.2283
2799	664111.4522
2800	664058.3446
2801	664010.2392
2802	664004.4493
2803	663941.3515
2804	663932.9878
2805	663900.639
2806	663897.9517
2807	663881.6998
2808	663860.3291
2809	663845.6175
2810	663843.3614
2811	663840.9676
2812	663816.4514
2813	663796.6049
2814	663791.4872
2815	663767.9049
2816	663752.3473
2817	663740.0058
2818	663715.4261
2819	663710.1153
2820	663704.1367
2821	663619.3791
2822	663591.7454
2823	663573.0315
2824	663564.4437
2825	663561.2675
2826	663538.9749
2827	663487.5488
2828	663472.1341
2829	663462.786
2830	663416.4873
2831	663402.2786
2832	663370.5211
2833	663349.3518
2834	663336.9075
2835	663324.6493
2836	663312.2915
2837	663308.1765
2838	663302.753
2839	663283.521
2840	663227.2619
2841	663211.0815
2842	663205.318
2843	663195.4008
2844	663181.4895
2845	663160.8888
2846	663136.9906
2847	663115.6431
2848	663098.1793
2849	663069.9437
2850	663056.4058
2851	663034.9874
2852	662999.0687
2853	662995.1274
2854	662986.641
2855	662981.6911
2856	662972.6345
2857	662950.7331
2858	662945.5417
2859	662914.9733
2860	662913.9804
2861	662907.1978
2862	662883.5978
2863	662871.049
2864	662788.3809
2865	662722.8069
2866	662686.3779
2867	662665.5509
2868	662643.4604
2869	662639.7297
2870	662617.7376
2871	662607.6797
2872	662600.6815
2873	662584.8519
2874	662518.5033
2875	662502.6237
2876	662407.4857
2877	662352.4831
2878	662330.0741
2879	662312.0451
2880	662263.2932
2881	662245.6751
2882	662205.254
2883	662150.7311
2884	662146.9048
2885	662125.5166
2886	662120.8066
2887	662083.0057
2888	662054.9122
2889	662045.04
2890	661932.8876
2891	661922.8418
2892	661903.3298
2893	661890.7756
2894	661879.7725
2895	661872.6308
2896	661834.3139
2897	661813.8313
2898	661770.9718
2899	661755.7544
2900	661750.1059
2901	661729.1014
2902	661706.118
2903	661668.4208
2904	661655.6097
2905	661637.844
2906	661622.8417
2907	661601.5662
2908	661580.9183
2909	661562.9294
2910	661549.5403
2911	661540.1652
2912	661511.7332
2913	661506.1349
2914	661501.8683
2915	661475.4614
2916	661467.1632
2917	661462.2782
2918	661429.5205
2919	661389.5895
2920	661375.7397
2921	661368.372
2922	661362.1447
2923	661330.5567
2924	661321.9522
2925	661278.4819
2926	661270.8402
2927	661258.45
2928	661221.7917
2929	661202.8165
2930	661176.5245
2931	661162.5432
2932	661155.1203
2933	661135.696
2934	661125.2161
2935	661115.1815
2936	661110.2619
2937	661094.6481
2938	661084.7514
2939	661073.1489
2940	661063.4708
2941	661042.7627
2942	661018.8277
2943	661005.4768
2944	660998.8707
2945	660980.5689
2946	660971.214
2947	660916.9579
2948	660903.7441
2949	660894.6456
2950	660877.1016
2951	660837.0301
2952	660819.1463
2953	660809.0997
2954	660775.5738
2955	660770.2277
2956	660750.8921
2957	660734.2538
2958	660716.8208
2959	660682.9614
2960	660659.3829
2961	660651.3568
2962	660614.9295
2963	660603.2497
2964	660578.8151
2965	660559.6457
2966	660527.4664
2967	660404.1171
2968	660375.4367
2969	660369.6288
2970	660360.265
2971	660325.1482
2972	660283.3855
2973	660254.8322
2974	660238.0376
2975	660233.401
2976	660214.7084
2977	660209.0201
2978	660204.1326
2979	660173.569
2980	660128.2564
2981	660112.5583
2982	660095.4457
2983	660071.1876
2984	660052.1633
2985	659986.3693
2986	659961.4435
2987	659951.9991
2988	659938.0085
2989	659937.0841
2990	659914.2728
2991	659898.886
2992	659883.0069
2993	659864.3991
2994	659849.5158
2995	659777.5584
2996	659755.3983
2997	659737.3255
2998	659682.636
2999	659676.934
3000	659669.8182
3001	659664.4964
3002	659631.5692
3003	659627.1452
3004	659615.6823
3005	659601.5061
3006	659594.1925
3007	659574.4774
3008	659561.1304
3009	659501.8583
3010	659494.5171
3011	659477.6949
3012	659453.9398
3013	659448.6899
3014	659420.8431
3015	659412.2931
3016	659405.9847
3017	659400.9252
3018	659379.3728
3019	659359.8458
3020	659339.9287
3021	659330.3129
3022	659303.5785
3023	659281.0277
3024	659262.3199
3025	659240.8677
3026	659214.8184
3027	659200.551
3028	659177.1222
3029	659161.4878
3030	659154.1859
3031	659147.5031
3032	659107.1769
3033	659076.672
3034	659053.4082
3035	659006.2209
3036	658995.6369
3037	658983.6407
3038	658938.4521
3039	658914.728
3040	658863.4297
3041	658856.0737
3042	658840.9226
3043	658796.1694
3044	658758.4378
3045	658717.6841
3046	658698.166
3047	658678.4767
3048	658668.4347
3049	658655.1748
3050	658635.5477
3051	658589.1816
3052	658574.2759
3053	658551.4936
3054	658513.522
3055	658509.4591
3056	658502.6255
3057	658496.1917
3058	658463.6052
3059	658447.1518
3060	658414.003
3061	658404.1119
3062	658399.4175
3063	658394.8796
3064	658365.6713
3065	658334.3658
3066	658328.2973
3067	658327.0946
3068	658312.0609
3069	658281.6246
3070	658262.6183
3071	658245.6636
3072	658211.9062
3073	658209.3202
3074	658203.5781
3075	658166.3509
3076	658123.0103
3077	658106.0935
3078	658074.404
3079	658040.543
3080	658024.4594
3081	658014.1855
3082	658006.431
3083	657998.659
3084	657991.0559
3085	657978.9231
3086	657949.9063
3087	657936.9276
3088	657925.6899
3089	657921.723
3090	657899.1626
3091	657882.3088
3092	657879.3293
3093	657863.9456
3094	657859.1844
3095	657851.695
3096	657836.2924
3097	657769.4016
3098	657751.6439
3099	657732.2362
3100	657682.602
3101	657662.2717
3102	657653.5398
3103	657608.2263
3104	657578.4358
3105	657574.1111
3106	657554.712
3107	657536.8769
3108	657508.9488
3109	657504.345
3110	657483.7566
3111	657449.6103
3112	657433.655
3113	657419.4867
3114	657410.6708
3115	657400.8483
3116	657392.3003
3117	657361.8999
3118	657345.9952
3119	657264.2273
3120	657262.482
3121	657249.7963
3122	657242.7638
3123	657231.6715
3124	657201.2059
3125	657193.7247
3126	657180.9561
3127	657153.5644
3128	657145.8238
3129	657136.4787
3130	657109.8865
3131	657082.6689
3132	657069.2071
3133	657037.31
3134	657028.0489
3135	656982.7751
3136	656978.1856
3137	656926.7762
3138	656887.6811
3139	656851.0922
3140	656827.0824
3141	656813.1356
3142	656805.0948
3143	656781.6156
3144	656772.8372
3145	656746.7353
3146	656723.3993
3147	656705.2864
3148	656691.0846
3149	656687.2608
3150	656637.184
3151	656629.334
3152	656625.018
3153	656614.6401
3154	656610.6326
3155	656604.0056
3156	656561.0099
3157	656551.3618
3158	656539.8264
3159	656521.184
3160	656493.4557
3161	656485.0541
3162	656480.0191
3163	656476.4873
3164	656421.2677
3165	656401.5778
3166	656394.7914
3167	656291.3783
3168	656258.4265
3169	656241.1128
3170	656236.2238
3171	656232.627
3172	656229.0531
3173	656193.4339
3174	656188.5916
3175	656176.278
3176	656169.9532
3177	656135.7508
3178	656077.8886
3179	656066.7236
3180	656057.9502
3181	656048.6781
3182	656043.2912
3183	656037.1677
3184	656011.5907
3185	656003.3469
3186	655992.0476
3187	655979.3972
3188	655971.76
3189	655936.9781
3190	655929.4225
3191	655916.2544
3192	655908.1551
3193	655896.0514
3194	655886.7122
3195	655880.4094
3196	655854.3341
3197	655821.1607
3198	655803.8033
3199	655800.3234
3200	655786.8737
3201	655773.1277
3202	655760.4634
3203	655713.194
3204	655684.4199
3205	655627.996
3206	655623.2125
3207	655618.7163
3208	655612.186
3209	655589.757
3210	655580.8874
3211	655569.2612
3212	655552.7485
3213	655534.9397
3214	655516.3688
3215	655501.1134
3216	655485.8275
3217	655469.9038
3218	655461.5639
3219	655458.0792
3220	655379.8653
3221	655351.9466
3222	655330.2356
3223	655318.6165
3224	655293.5591
3225	655264.0831
3226	655257.0633
3227	655232.1939
3228	655194.9845
3229	655191.4881
3230	655177.9868
3231	655159.478
3232	655155.3923
3233	655150.2061
3234	655125.6726
3235	655100.6757
3236	655089.7717
3237	655077.325
3238	655075.2435
3239	655061.9134
3240	655040.0844
3241	655005.7556
3242	654977.3189
3243	654925.203
3244	654909.5699
3245	654895.7008
3246	654851.5302
3247	654844.0678
3248	654829.2721
3249	654804.3998
3250	654775.0657
3251	654751.3298
3252	654725.5279
3253	654702.7589
3254	654679.5528
